Brand health monitor;https://msit.powerbi.com/groups/72c32b07-0f58-440b-99b2-06babaf96a00/permission/dashboard/1/3a68f835-edaa-4633-8240-ed654992d4bb
CMR | ABTS Campaign Video Ads;https://msit.powerbi.com/groups/72c32b07-0f58-440b-99b2-06babaf96a00/permission/dashboard/1/4c22000c-1143-42e4-bc8d-fa729d803a89
CMR | ABTS Lumia;https://msit.powerbi.com/groups/72c32b07-0f58-440b-99b2-06babaf96a00/permission/dashboard/1/8fa5c850-5c30-458d-b7ef-b70da0c69742
